VSG,cluster,degree,n
Tb427_000778400:pseudogene,883,18,19
Tb427_000779500:pseudogene,706,107,112
Tb427_000779800:pseudogene,706,107,112
Tb427_000780000:pseudogene,786,92,93
Tb427_000780100,883,18,19
Tb427_000780900:pseudogene,824,79,80
Tb427_000781000:pseudogene,825,89,90
Tb427_000781100:pseudogene,824,79,80
Tb427_000781200:pseudogene,825,89,90
Tb427_000781400,786,92,93
Tb427_000781800:pseudogene,707,129,129
Tb427_000782300:pseudogene,706,107,112
Tb427_000782800:pseudogene,786,92,93
Tb427_000782900,927,8,9
Tb427_000783100:pseudogene,825,89,90
Tb427_000783200:pseudogene,824,79,80
Tb427_000783300:pseudogene,834,64,66
Tb427_000783400:pseudogene,939,70,71
Tb427_000783500:pseudogene,707,129,129
Tb427_000784100,926,8,9
Tb427_000784200:pseudogene,780,12,13
Tb427_000784300:pseudogene,779,12,13
Tb427_000785200:pseudogene,705,159,182
Tb427_000785900:pseudogene,706,111,112
Tb427_000786000,705,106,182
Tb427_000786400:pseudogene,706,107,112
Tb427_000786800:pseudogene,705,181,182
Tb427_000787100,786,92,93
Tb427_000787400:pseudogene,706,107,112
Tb427_000787600:pseudogene,705,160,182
Tb427_000787700:pseudogene,710,4,5
Tb427_000787900:pseudogene,689,1,2
Tb427_000788100,885,3,4
Tb427_000788400:pseudogene,245,7,10
Tb427_000790300:pseudogene,940,107,126
Tb427_000790400:pseudogene,705,181,182
Tb427_000790700,786,92,93
Tb427_000791200:pseudogene,707,129,129
Tb427_000791900,705,168,182
Tb427_000792200:pseudogene,786,92,93
Tb427_000792300:pseudogene,705,181,182
Tb427_000792700,786,92,93
Tb427_000793000:pseudogene,707,129,129
Tb427_000793100:pseudogene,939,70,71
Tb427_000793200:pseudogene,834,65,66
Tb427_000793300:pseudogene,824,79,80
Tb427_000793400:pseudogene,825,89,90
Tb427_000793600,786,92,93
Tb427_000793700:pseudogene,883,18,19
Tb427_000794100:pseudogene,858,6,12
Tb427_000794700:pseudogene,705,158,182
Tb427_000794900:pseudogene,707,129,129
Tb427_000795000:pseudogene,939,70,71
Tb427_000795200:pseudogene,824,79,80
Tb427_000795300:pseudogene,825,89,90
Tb427_000795700:pseudogene,707,129,129
Tb427_000796000:pseudogene,707,129,129
Tb427_000796400:pseudogene,706,111,112
Tb427_000796900:pseudogene,796,5,24
Tb427_000797100:pseudogene,805,2,3
Tb427_000797700:pseudogene,786,92,93
Tb427_000797800,927,8,9
Tb427_000798100:pseudogene,825,89,90
Tb427_000798200:pseudogene,824,79,80
Tb427_000798300:pseudogene,834,64,66
Tb427_000798400:pseudogene,939,70,71
Tb427_000798800,927,8,9
Tb427_000799200:pseudogene,824,79,80
Tb427_000799300:pseudogene,834,64,66
Tb427_000799400:pseudogene,939,70,71
Tb427_000799500:pseudogene,707,129,129
Tb427_000800300:pseudogene,786,92,93
Tb427_000800600:pseudogene,940,107,126
Tb427_000801000:pseudogene,707,129,129
Tb427_000801700,786,92,93
Tb427_000802000,786,92,93
Tb427_000802200:pseudogene,825,89,90
Tb427_000802300:pseudogene,824,79,80
Tb427_000802400:pseudogene,834,64,66
Tb427_000802500:pseudogene,939,70,71
Tb427_000802600:pseudogene,707,129,129
Tb427_000802800:pseudogene,705,158,182
Tb427_000803000:pseudogene,705,157,182
Tb427_000803400:pseudogene,706,107,112
Tb427_000804100,786,92,93
Tb427_000804500:pseudogene,706,107,112
Tb427_000806000:pseudogene,706,107,112
Tb427_000806300:pseudogene,707,129,129
Tb427_000806500,926,8,9
Tb427_000806600,780,12,13
Tb427_000806700:pseudogene,779,12,13
Tb427_000807300:pseudogene,705,158,182
Tb427_000807800:pseudogene,707,129,129
Tb427_000807900:pseudogene,939,70,71
Tb427_000808100:pseudogene,824,79,80
Tb427_000808200:pseudogene,706,107,112
Tb427_000808600:pseudogene,706,107,112
Tb427_000809000:pseudogene,707,129,129
Tb427_000809400:pseudogene,706,107,112
Tb427_000809700:pseudogene,707,129,129
Tb427_000810100,825,89,90
Tb427_000810200:pseudogene,824,79,80
Tb427_000810300:pseudogene,834,65,66
Tb427_000810400:pseudogene,939,70,71
Tb427_000810500:pseudogene,707,129,129
Tb427_000810700:pseudogene,705,158,182
Tb427_000811400,705,168,182
Tb427_000811700:pseudogene,705,181,182
Tb427_000812300,705,168,182
Tb427_000812700:pseudogene,705,181,182
Tb427_000813000:pseudogene,786,92,93
Tb427_000813200,940,85,126
Tb427_000813600:pseudogene,786,92,93
Tb427_000813800,705,104,182
Tb427_000813900:pseudogene,705,160,182
Tb427_000814200,786,92,93
Tb427_000815400:pseudogene,706,107,112
Tb427_000815900:pseudogene,707,129,129
Tb427_000816200:pseudogene,824,79,80
Tb427_000816500,786,92,93
Tb427_000816800:pseudogene,825,89,90
Tb427_000816900:pseudogene,824,79,80
Tb427_000817100:pseudogene,939,70,71
Tb427_000817200:pseudogene,707,129,129
Tb427_000817500:pseudogene,786,92,93
Tb427_000817700:pseudogene,825,89,90
Tb427_000817800:pseudogene,824,79,80
Tb427_000817900:pseudogene,834,64,66
Tb427_000818000:pseudogene,939,70,71
Tb427_000818100:pseudogene,707,129,129
Tb427_000819700:pseudogene,707,129,129
Tb427_000820100,825,89,90
Tb427_000821800:pseudogene,707,129,129
Tb427_000821900:pseudogene,939,70,71
Tb427_000822000:pseudogene,834,64,66
Tb427_000822100:pseudogene,824,79,80
Tb427_000822200:pseudogene,825,89,90
Tb427_000822400:pseudogene,786,92,93
Tb427_000822900:pseudogene,704,9,10
Tb427_000823200,865,3,6
Tb427_000823500:pseudogene,709,32,41
Tb427_000824200,711,8,9
Tb427_000824400:pseudogene,705,181,182
Tb427_000824700:pseudogene,706,107,112
Tb427_000825000:pseudogene,707,129,129
Tb427_000826800:pseudogene,706,107,112
Tb427_000827100:pseudogene,707,129,129
Tb427_000827500:pseudogene,824,79,80
Tb427_000827600:pseudogene,834,64,66
Tb427_000827700:pseudogene,939,70,71
Tb427_000827800:pseudogene,707,129,129
Tb427_000828000:pseudogene,705,158,182
Tb427_000828400:pseudogene,706,107,112
Tb427_000829100:pseudogene,939,70,71
Tb427_000829200:pseudogene,707,129,129
Tb427_000829500:pseudogene,940,109,126
Tb427_000830600,940,90,126
Tb427_000830800:pseudogene,707,129,129
Tb427_000831800:pseudogene,786,92,93
Tb427_000832200,883,18,19
Tb427_000832600:pseudogene,858,1,12
Tb427_000832700,913,1,2
Tb427_000832900:pseudogene,939,199,71
Tb427_000834000,786,92,93
Tb427_000834700:pseudogene,707,129,129
Tb427_000835100,786,92,93
Tb427_000835400:pseudogene,707,129,129
Tb427_000835700:pseudogene,706,107,112
Tb427_000836000:pseudogene,706,107,112
Tb427_000836300:pseudogene,226,3,8
Tb427_000836700:pseudogene,912,3,4
Tb427_000836900:pseudogene,674,11,12
Tb427_000838600:pseudogene,939,70,71
Tb427_000838700:pseudogene,707,129,129
Tb427_000839000,786,92,93
Tb427_000839300,705,168,182
Tb427_000839500,940,2,126
Tb427_000839800:pseudogene,706,107,112
Tb427_000840000:pseudogene,707,129,129
Tb427_000840400:pseudogene,706,107,112
Tb427_000840700:pseudogene,786,92,93
Tb427_000843900:pseudogene,711,8,9
Tb427_000844400:pseudogene,728,1,15
Tb427_000844600,218,2,5
Tb427_000845400,191,4,6
Tb427_000845700,931,2,3
Tb427_000846100,515,3,4
Tb427_000846600,194,4,5
Tb427_000847800,787,1,2
Tb427_000848200,932,1,2
Tb427_000848800,456,1,2
Tb427_000849100,464,2,3
Tb427_000849400,933,2,3
Tb427_000849800,560,1,2
Tb427_000850000,905,2,3
Tb427_000850700,194,4,5
Tb427_000851000,194,4,5
Tb427_000851200,700,1,2
Tb427_000851400,736,5,8
Tb427_000851500,905,2,3
Tb427_000852000,613,1,2
Tb427_000852200,931,2,3
Tb427_000852400,812,3,5
Tb427_000853000,934,1,2
Tb427_000853100,127,6,8
Tb427_000853200,933,2,3
Tb427_000853300,297,4,5
Tb427_000853500,488,3,5
Tb427_000853900,724,1,2
Tb427_000854900,218,4,5
Tb427_000855000,935,4,5
Tb427_000855100,557,1,3
Tb427_000855500,46,5,8
Tb427_000855600,906,2,3
Tb427_000856000,601,3,5
Tb427_000856100,935,4,5
Tb427_000856400,465,1,5
Tb427_000856600,601,3,5
Tb427_000856700,935,4,5
Tb427_000858100,933,2,3
Tb427_000858200,934,1,2
Tb427_000858400,935,4,5
Tb427_000858600,496,1,3
Tb427_000859400,212,1,2
Tb427_000859600,931,2,3
Tb427_000860200,812,4,5
Tb427_000860900,545,4,6
Tb427_000861300,654,1,2
Tb427_000861400,96,4,9
Tb427_000861500,932,1,2
Tb427_000861800,297,4,5
Tb427_000862000,924,1,2
Tb427_000862800,581,2,3
Tb427_000862900,179,11,13
Tb427_000863200,935,4,5
Tb427_010018500:pseudogene,763,6,8
Tb427_010025500,705,131,182
Tb427_010025600:pseudogene,929,15,16
Tb427_010026400:pseudogene,854,19,20
Tb427_020005000:pseudogene,709,28,41
Tb427_020005100:pseudogene,792,3,6
Tb427_020033000:pseudogene,691,1,5
Tb427_020033100:pseudogene,729,6,11
Tb427_030005000,854,19,20
Tb427_030035200,854,19,20
Tb427_030035300,928,5,6
Tb427_030036900,928,5,6
Tb427_040054900,936,1,2
Tb427_040056600,937,1,2
Tb427_040057300:pseudogene,938,1,2
Tb427_040057500:pseudogene,729,8,11
Tb427_040057600:pseudogene,752,6,10
Tb427_050005000:pseudogene,706,107,112
Tb427_050005400:pseudogene,779,12,13
Tb427_050006400,926,8,9
Tb427_050006500,780,12,13
Tb427_050006600:pseudogene,779,12,13
Tb427_050007600:pseudogene,707,129,129
Tb427_050010600,893,1,2
Tb427_050026500:pseudogene,705,181,182
Tb427_050046600:pseudogene,939,70,71
Tb427_060008800,938,1,2
Tb427_070005000,854,19,20
Tb427_070071300,705,131,182
Tb427_070075400:pseudogene,756,4,5
Tb427_070075600,854,19,20
Tb427_070075800:pseudogene,929,15,16
Tb427_070084100:pseudogene,786,92,93
Tb427_070084200,883,18,19
Tb427_070084900:pseudogene,706,106,112
Tb427_070085400:pseudogene,706,107,112
Tb427_070085800:pseudogene,706,107,112
Tb427_070086200:pseudogene,706,107,112
Tb427_080076200,937,1,2
Tb427_080078700,936,1,2
Tb427_080083600,940,3,126
Tb427_090009600,940,85,126
Tb427_090009700,940,85,126
Tb427_090010300,906,2,3
Tb427_090010400:pseudogene,726,11,15
Tb427_090010500:pseudogene,703,12,37
Tb427_090010600:pseudogene,703,11,37
Tb427_090010800:pseudogene,666,6,9
Tb427_090011200:pseudogene,940,27,126
Tb427_090037800,705,131,182
Tb427_090092800:pseudogene,707,129,129
Tb427_090092900,922,2,3
Tb427_090093000,923,3,4
Tb427_100047700:pseudogene,854,19,20
Tb427_110011900:pseudogene,940,113,126
Tb427_110094800:pseudogene,705,181,182
Tb427_000015700,3,9,20
Tb427_000036000:pseudogene,34,12,14
Tb427_000036100:pseudogene,35,3,4
Tb427_000067800,127,6,8
Tb427_000067900,128,3,4
Tb427_000068100:pseudogene,126,2,3
Tb427_000068400,128,3,4
Tb427_000094200,190,3,6
Tb427_000239600,94,8,14
Tb427_000266500,487,4,5
Tb427_000266600,487,4,5
Tb427_000317200,152,7,9
Tb427_000317400,386,7,10
Tb427_000317500,152,8,9
Tb427_000317600,152,7,9
Tb427_000330100,61,8,9
Tb427_000373200,390,2,3
Tb427_000373300:pseudogene,364,5,6
Tb427_000413500:pseudogene,618,1,2
Tb427_000428500:pseudogene,165,8,11
Tb427_000428600,166,6,7
Tb427_000428700:pseudogene,165,8,11
Tb427_000428800,166,6,7
Tb427_000476000,657,3,4
Tb427_000530200,350,11,12
Tb427_000530300,350,11,12
Tb427_000608000:pseudogene,258,2,3
Tb427_000615100,234,2,3
Tb427_000628700,107,8,9
Tb427_000685200:pseudogene,518,7,8
Tb427_000716500,113,13,14
Tb427_000718600,192,7,10
Tb427_000720200,113,13,14
Tb427_000760400,351,5,6
Tb427_000067700:pseudogene,751,2,3
Tb427_000068200:pseudogene,751,2,3
Tb427_000099600:pseudogene,703,12,37
Tb427_000177900:pseudogene,716,13,41
Tb427_000239700,94,8,14
Tb427_000239800,847,2,3
Tb427_000317300,796,13,24
Tb427_000569100:pseudogene,705,160,182
Tb427_000581800:pseudogene,709,18,41
Tb427_000622900,406,3,9
Tb427_000645800:pseudogene,834,65,66
Tb427_000648800:pseudogene,786,92,93
Tb427_000649200:pseudogene,834,64,66
Tb427_000649300:pseudogene,939,70,71
Tb427_000649800,825,89,90
Tb427_000649900:pseudogene,824,79,80
Tb427_000650000:pseudogene,834,64,66
Tb427_000650100:pseudogene,939,70,71
Tb427_000659800:pseudogene,834,65,66
Tb427_000661900:pseudogene,706,107,112
Tb427_000664800:pseudogene,929,15,16
Tb427_000675800:pseudogene,834,65,66
Tb427_000675900:pseudogene,824,79,80
Tb427_000676000:pseudogene,825,89,90
Tb427_000676300:pseudogene,706,107,112
Tb427_000676500:pseudogene,824,79,80
Tb427_000676600:pseudogene,825,89,90
Tb427_000686100:pseudogene,912,3,4
Tb427_000689000:pseudogene,706,107,112
Tb427_000693900:pseudogene,825,89,90
Tb427_000694100:pseudogene,834,64,66
Tb427_000694600:pseudogene,824,79,80
Tb427_000694700:pseudogene,834,64,66
Tb427_000694800:pseudogene,939,69,71
Tb427_000694900:pseudogene,707,129,129
Tb427_000700300:pseudogene,825,89,90
Tb427_000703400:pseudogene,825,89,90
Tb427_000712000:pseudogene,707,129,129
Tb427_000712500:pseudogene,707,129,129
Tb427_000716600,806,3,4
Tb427_000717200,806,3,4
Tb427_000719300,808,4,5
Tb427_000724100:pseudogene,786,92,93
Tb427_000725200:pseudogene,825,89,90
Tb427_000725500:pseudogene,825,89,90
Tb427_000725600:pseudogene,824,79,80
Tb427_000725700:pseudogene,834,64,66
Tb427_000727200:pseudogene,706,97,112
Tb427_000731200,928,5,6
Tb427_000731400:pseudogene,929,15,16
Tb427_000735000,786,92,93
Tb427_000738400:pseudogene,706,107,112
Tb427_000743600:pseudogene,779,12,13
Tb427_000743700:pseudogene,780,12,13
Tb427_000743800,926,8,9
Tb427_000753600:pseudogene,707,129,129
Tb427_000757900:pseudogene,779,12,13
Tb427_000763600,883,18,19
Tb427_000763700:pseudogene,786,92,93
Tb427_000772800:pseudogene,929,15,16
Tb427_000778900:pseudogene,786,92,93
Tb427_000780600:pseudogene,707,129,129
Tb427_000780700:pseudogene,939,69,71
Tb427_000780800:pseudogene,834,64,66
Tb427_000790000:pseudogene,706,107,112
Tb427_000791500:pseudogene,707,129,129
Tb427_000795100:pseudogene,834,65,66
Tb427_000798700:pseudogene,786,92,93
Tb427_000799100:pseudogene,825,89,90
Tb427_000808000:pseudogene,834,64,66
Tb427_000814500:pseudogene,825,89,90
Tb427_000814600:pseudogene,824,79,80
Tb427_000814800:pseudogene,939,70,71
Tb427_000814900:pseudogene,707,129,129
Tb427_000816000:pseudogene,939,70,71
Tb427_000816100:pseudogene,834,65,66
Tb427_000816300,825,89,90
Tb427_000819800:pseudogene,939,70,71
Tb427_000819900:pseudogene,834,65,66
Tb427_000820000:pseudogene,824,79,80
Tb427_000820300:pseudogene,786,92,93
Tb427_000820400:pseudogene,883,18,19
Tb427_000825900:pseudogene,786,92,93
Tb427_000826000,883,18,19
Tb427_000828600:pseudogene,786,92,93
Tb427_000828800:pseudogene,825,89,90
Tb427_000828900:pseudogene,824,79,80
Tb427_000839400,705,104,182
Tb427_030035500:pseudogene,929,15,16
Tbb1125VSG-Antat,31,4,6
Tb427_000005900,unique,0,941
Tb427_000006800:pseudogene,unique,0,941
Tb427_000010700,unique,0,941
Tb427_000015900:pseudogene,unique,0,941
Tb427_000016000,unique,0,941
Tb427_000018400,unique,0,941
Tb427_000021500,unique,0,941
Tb427_000025600,unique,0,941
Tb427_000026600,unique,0,941
Tb427_000026700,unique,0,941
Tb427_000027900,unique,0,941
Tb427_000028200,unique,0,941
Tb427_000029200:pseudogene,unique,0,941
Tb427_000029800:pseudogene,unique,0,941
Tb427_000030200:pseudogene,unique,0,941
Tb427_000031200,unique,0,941
Tb427_000031500:pseudogene,unique,0,941
Tb427_000032400,unique,0,941
Tb427_000033100:pseudogene,unique,0,941
Tb427_000035000:pseudogene,unique,0,941
Tb427_000037000:pseudogene,unique,0,941
Tb427_000037100:pseudogene,unique,0,941
Tb427_000037200:pseudogene,unique,0,941
Tb427_000037600:pseudogene,unique,0,941
Tb427_000039300:pseudogene,unique,0,941
Tb427_000040800:pseudogene,unique,0,941
Tb427_000040900:pseudogene,unique,0,941
Tb427_000041200:pseudogene,unique,0,941
Tb427_000041900:pseudogene,unique,0,941
Tb427_000042700:pseudogene,unique,0,941
Tb427_000043200:pseudogene,unique,0,941
Tb427_000043400,unique,0,941
Tb427_000043700,unique,0,941
Tb427_000043900:pseudogene,unique,0,941
Tb427_000044100:pseudogene,unique,0,941
Tb427_000046500,unique,0,941
Tb427_000047100,unique,0,941
Tb427_000047200:pseudogene,unique,0,941
Tb427_000047400:pseudogene,unique,0,941
Tb427_000047500:pseudogene,unique,0,941
Tb427_000047900,unique,0,941
Tb427_000048200:pseudogene,unique,0,941
Tb427_000050900,unique,0,941
Tb427_000051800,unique,0,941
Tb427_000052700,unique,0,941
Tb427_000053400:pseudogene,unique,0,941
Tb427_000055700:pseudogene,unique,0,941
Tb427_000056500,unique,0,941
Tb427_000056800:pseudogene,unique,0,941
Tb427_000056900,unique,0,941
Tb427_000057100,unique,0,941
Tb427_000058400:pseudogene,unique,0,941
Tb427_000059400,unique,0,941
Tb427_000059800,unique,0,941
Tb427_000060400,unique,0,941
Tb427_000061400:pseudogene,unique,0,941
Tb427_000061500:pseudogene,unique,0,941
Tb427_000062100:pseudogene,unique,0,941
Tb427_000062300,unique,0,941
Tb427_000063000,unique,0,941
Tb427_000063200,unique,0,941
Tb427_000064000,unique,0,941
Tb427_000064400,unique,0,941
Tb427_000064500,unique,0,941
Tb427_000064800:pseudogene,unique,0,941
Tb427_000065100,unique,0,941
Tb427_000066400,unique,0,941
Tb427_000069900,unique,0,941
Tb427_000070000:pseudogene,unique,0,941
Tb427_000070400:pseudogene,unique,0,941
Tb427_000072000:pseudogene,unique,0,941
Tb427_000072800:pseudogene,unique,0,941
Tb427_000074900:pseudogene,unique,0,941
Tb427_000075000,unique,0,941
Tb427_000076200:pseudogene,unique,0,941
Tb427_000076600:pseudogene,unique,0,941
Tb427_000076700,unique,0,941
Tb427_000077300,unique,0,941
Tb427_000078200:pseudogene,unique,0,941
Tb427_000078400:pseudogene,unique,0,941
Tb427_000079000:pseudogene,unique,0,941
Tb427_000079100,unique,0,941
Tb427_000079300,unique,0,941
Tb427_000079500:pseudogene,unique,0,941
Tb427_000080300,unique,0,941
Tb427_000080700,unique,0,941
Tb427_000082600:pseudogene,unique,0,941
Tb427_000083500:pseudogene,unique,0,941
Tb427_000083600,unique,0,941
Tb427_000084200,unique,0,941
Tb427_000085000:pseudogene,unique,0,941
Tb427_000085100,unique,0,941
Tb427_000085200:pseudogene,unique,0,941
Tb427_000085400,unique,0,941
Tb427_000085600:pseudogene,unique,0,941
Tb427_000086200,unique,0,941
Tb427_000086500:pseudogene,unique,0,941
Tb427_000087600,unique,0,941
Tb427_000088000:pseudogene,unique,0,941
Tb427_000091400:pseudogene,unique,0,941
Tb427_000091500,unique,0,941
Tb427_000091700:pseudogene,unique,0,941
Tb427_000092900,unique,0,941
Tb427_000093300,unique,0,941
Tb427_000094100:pseudogene,unique,0,941
Tb427_000094900:pseudogene,unique,0,941
Tb427_000095400,unique,0,941
Tb427_000096500:pseudogene,unique,0,941
Tb427_000097300:pseudogene,unique,0,941
Tb427_000097700,unique,0,941
Tb427_000098000:pseudogene,unique,0,941
Tb427_000098300:pseudogene,unique,0,941
Tb427_000098900:pseudogene,unique,0,941
Tb427_000100800,unique,0,941
Tb427_000101200,unique,0,941
Tb427_000101700,unique,0,941
Tb427_000102600:pseudogene,unique,0,941
Tb427_000103400,unique,0,941
Tb427_000104600,unique,0,941
Tb427_000104800,unique,0,941
Tb427_000106400,unique,0,941
Tb427_000106600,unique,0,941
Tb427_000108300,unique,0,941
Tb427_000108400:pseudogene,unique,0,941
Tb427_000108900:pseudogene,unique,0,941
Tb427_000110600,unique,0,941
Tb427_000110800,unique,0,941
Tb427_000111000:pseudogene,unique,0,941
Tb427_000111600,unique,0,941
Tb427_000111800,unique,0,941
Tb427_000111900:pseudogene,unique,0,941
Tb427_000112300:pseudogene,unique,0,941
Tb427_000112400:pseudogene,unique,0,941
Tb427_000113000:pseudogene,unique,0,941
Tb427_000113500,unique,0,941
Tb427_000114300:pseudogene,unique,0,941
Tb427_000114500,unique,0,941
Tb427_000116100:pseudogene,unique,0,941
Tb427_000116500:pseudogene,unique,0,941
Tb427_000117100:pseudogene,unique,0,941
Tb427_000117200:pseudogene,unique,0,941
Tb427_000117300,unique,0,941
Tb427_000120100,unique,0,941
Tb427_000120500:pseudogene,unique,0,941
Tb427_000120700,unique,0,941
Tb427_000123200,unique,0,941
Tb427_000123800:pseudogene,unique,0,941
Tb427_000124900,unique,0,941
Tb427_000127700:pseudogene,unique,0,941
Tb427_000128900,unique,0,941
Tb427_000129200,unique,0,941
Tb427_000129900:pseudogene,unique,0,941
Tb427_000131500:pseudogene,unique,0,941
Tb427_000132200,unique,0,941
Tb427_000133400:pseudogene,unique,0,941
Tb427_000134000,unique,0,941
Tb427_000134300:pseudogene,unique,0,941
Tb427_000134700:pseudogene,unique,0,941
Tb427_000136600,unique,0,941
Tb427_000137500,unique,0,941
Tb427_000138400,unique,0,941
Tb427_000138600,unique,0,941
Tb427_000140700:pseudogene,unique,0,941
Tb427_000141100:pseudogene,unique,0,941
Tb427_000143400,unique,0,941
Tb427_000144400,unique,0,941
Tb427_000145800:pseudogene,unique,0,941
Tb427_000145900:pseudogene,unique,0,941
Tb427_000146200:pseudogene,unique,0,941
Tb427_000147000,unique,0,941
Tb427_000149200:pseudogene,unique,0,941
Tb427_000149600:pseudogene,unique,0,941
Tb427_000152300,unique,0,941
Tb427_000152900,unique,0,941
Tb427_000155300,unique,0,941
Tb427_000156400,unique,0,941
Tb427_000156800:pseudogene,unique,0,941
Tb427_000157300:pseudogene,unique,0,941
Tb427_000158500:pseudogene,unique,0,941
Tb427_000158600,unique,0,941
Tb427_000159200,unique,0,941
Tb427_000159700,unique,0,941
Tb427_000159900:pseudogene,unique,0,941
Tb427_000160400,unique,0,941
Tb427_000167000,unique,0,941
Tb427_000167200:pseudogene,unique,0,941
Tb427_000167500,unique,0,941
Tb427_000168500:pseudogene,unique,0,941
Tb427_000169800,unique,0,941
Tb427_000171300,unique,0,941
Tb427_000172300,unique,0,941
Tb427_000172800:pseudogene,unique,0,941
Tb427_000173600,unique,0,941
Tb427_000176300,unique,0,941
Tb427_000176600,unique,0,941
Tb427_000177000:pseudogene,unique,0,941
Tb427_000179300,unique,0,941
Tb427_000179400,unique,0,941
Tb427_000179500,unique,0,941
Tb427_000179600:pseudogene,unique,0,941
Tb427_000180300,unique,0,941
Tb427_000182600:pseudogene,unique,0,941
Tb427_000184000:pseudogene,unique,0,941
Tb427_000184400:pseudogene,unique,0,941
Tb427_000185100,unique,0,941
Tb427_000185300:pseudogene,unique,0,941
Tb427_000186700:pseudogene,unique,0,941
Tb427_000186800:pseudogene,unique,0,941
Tb427_000186900,unique,0,941
Tb427_000187100,unique,0,941
Tb427_000187900,unique,0,941
Tb427_000189000,unique,0,941
Tb427_000189300,unique,0,941
Tb427_000189500,unique,0,941
Tb427_000193700:pseudogene,unique,0,941
Tb427_000194900,unique,0,941
Tb427_000195000:pseudogene,unique,0,941
Tb427_000196900:pseudogene,unique,0,941
Tb427_000197000:pseudogene,unique,0,941
Tb427_000198800,unique,0,941
Tb427_000199000,unique,0,941
Tb427_000199100:pseudogene,unique,0,941
Tb427_000199200:pseudogene,unique,0,941
Tb427_000201400,unique,0,941
Tb427_000201500:pseudogene,unique,0,941
Tb427_000202600,unique,0,941
Tb427_000203500,unique,0,941
Tb427_000203900:pseudogene,unique,0,941
Tb427_000205400,unique,0,941
Tb427_000205800:pseudogene,unique,0,941
Tb427_000206300:pseudogene,unique,0,941
Tb427_000206400,unique,0,941
Tb427_000207000,unique,0,941
Tb427_000207800,unique,0,941
Tb427_000208000,unique,0,941
Tb427_000208300,unique,0,941
Tb427_000208500:pseudogene,unique,0,941
Tb427_000210700:pseudogene,unique,0,941
Tb427_000211200,unique,0,941
Tb427_000211400:pseudogene,unique,0,941
Tb427_000214100,unique,0,941
Tb427_000215800,unique,0,941
Tb427_000217100:pseudogene,unique,0,941
Tb427_000217500,unique,0,941
Tb427_000217600:pseudogene,unique,0,941
Tb427_000217700:pseudogene,unique,0,941
Tb427_000219000:pseudogene,unique,0,941
Tb427_000219600:pseudogene,unique,0,941
Tb427_000220100,unique,0,941
Tb427_000220200:pseudogene,unique,0,941
Tb427_000220300,unique,0,941
Tb427_000220500,unique,0,941
Tb427_000220700:pseudogene,unique,0,941
Tb427_000223600:pseudogene,unique,0,941
Tb427_000224900:pseudogene,unique,0,941
Tb427_000225700,unique,0,941
Tb427_000226800,unique,0,941
Tb427_000227200:pseudogene,unique,0,941
Tb427_000227300:pseudogene,unique,0,941
Tb427_000229800:pseudogene,unique,0,941
Tb427_000230100,unique,0,941
Tb427_000230800,unique,0,941
Tb427_000234100,unique,0,941
Tb427_000235900,unique,0,941
Tb427_000236900:pseudogene,unique,0,941
Tb427_000237500:pseudogene,unique,0,941
Tb427_000237600,unique,0,941
Tb427_000238200,unique,0,941
Tb427_000240100,unique,0,941
Tb427_000240600,unique,0,941
Tb427_000241500,unique,0,941
Tb427_000241600,unique,0,941
Tb427_000242400,unique,0,941
Tb427_000244100:pseudogene,unique,0,941
Tb427_000244500,unique,0,941
Tb427_000247300:pseudogene,unique,0,941
Tb427_000247400:pseudogene,unique,0,941
Tb427_000248400,unique,0,941
Tb427_000249300,unique,0,941
Tb427_000249700,unique,0,941
Tb427_000250000,unique,0,941
Tb427_000251800:pseudogene,unique,0,941
Tb427_000251900:pseudogene,unique,0,941
Tb427_000252100:pseudogene,unique,0,941
Tb427_000252600:pseudogene,unique,0,941
Tb427_000252800,unique,0,941
Tb427_000253700,unique,0,941
Tb427_000257600:pseudogene,unique,0,941
Tb427_000259700:pseudogene,unique,0,941
Tb427_000259800:pseudogene,unique,0,941
Tb427_000259900:pseudogene,unique,0,941
Tb427_000260400:pseudogene,unique,0,941
Tb427_000261600,unique,0,941
Tb427_000262500:pseudogene,unique,0,941
Tb427_000264200,unique,0,941
Tb427_000267600,unique,0,941
Tb427_000267800:pseudogene,unique,0,941
Tb427_000278500:pseudogene,unique,0,941
Tb427_000279100,unique,0,941
Tb427_000279900,unique,0,941
Tb427_000281200:pseudogene,unique,0,941
Tb427_000282500,unique,0,941
Tb427_000284800,unique,0,941
Tb427_000288600,unique,0,941
Tb427_000289000:pseudogene,unique,0,941
Tb427_000293800:pseudogene,unique,0,941
Tb427_000294300:pseudogene,unique,0,941
Tb427_000297100,unique,0,941
Tb427_000297600:pseudogene,unique,0,941
Tb427_000299400:pseudogene,unique,0,941
Tb427_000300600:pseudogene,unique,0,941
Tb427_000300700:pseudogene,unique,0,941
Tb427_000300900:pseudogene,unique,0,941
Tb427_000301300:pseudogene,unique,0,941
Tb427_000302700,unique,0,941
Tb427_000304300,unique,0,941
Tb427_000307000,unique,0,941
Tb427_000307100,unique,0,941
Tb427_000308600,unique,0,941
Tb427_000308900,unique,0,941
Tb427_000312500:pseudogene,unique,0,941
Tb427_000314000,unique,0,941
Tb427_000316200,unique,0,941
Tb427_000319300:pseudogene,unique,0,941
Tb427_000319700,unique,0,941
Tb427_000320200,unique,0,941
Tb427_000322700,unique,0,941
