VSG,cluster,degree,n
Tbb1125VSG-4904,85,8,9
Tbb1125VSG-4905,347,2,3
Tbb1125VSG-4907,411,5,6
Tbb1125VSG-4908,167,3,4
Tbb1125VSG-4909,494,2,4
Tbb1125VSG-4910,472,8,9
Tbb1125VSG-4911,833,2,3
Tbb1125VSG-4912,431,6,7
Tbb1125VSG-4913,430,2,3
Tbb1125VSG-4914,754,1,2
Tbb1125VSG-4915,694,3,4
Tbb1125VSG-4916,862,1,2
Tbb1125VSG-4916.1,862,1,2
Tbb1125VSG-4917,596,7,8
Tbb1125VSG-4918,37,6,7
Tbb1125VSG-4920,266,1,2
Tbb1125VSG-4921,440,3,4
Tbb1125VSG-4922,200,3,4
Tbb1125VSG-4923,741,5,6
Tbb1125VSG-4924,272,1,2
Tbb1125VSG-4926,601,3,4
Tbb1125VSG-4927,863,1,2
Tbb1125VSG-4928,603,3,4
Tbb1125VSG-4929,705,3,6
Tbb1125VSG-4930,223,4,5
Tbb1125VSG-4931,419,4,5
Tbb1125VSG-4932,389,3,4
Tbb1125VSG-4933,478,3,4
Tbb1125VSG-4934,721,10,17
Tbb1125VSG-4935,262,3,4
Tbb1125VSG-4936,864,2,3
Tbb1125VSG-4936.1,864,2,3
Tbb1125VSG-4937,304,20,21
Tbb1125VSG-4938,410,8,29
Tbb1125VSG-4939.1,864,2,3
Tbb1125VSG-4940,244,4,5
Tbb1125VSG-4941,726,4,6
Tbb1125VSG-4942,632,1,2
Tbb1125VSG-4945,411,5,6
Tbb1125VSG-4946,434,3,4
Tbb1125VSG-4947,430,2,3
Tbb1125VSG-4949,196,1,2
Tbb1125VSG-4950,635,6,7
Tbb1125VSG-4951,810,2,3
Tbb1125VSG-4952,690,7,8
Tbb1125VSG-4952.1,690,7,8
Tbb1125VSG-4953,635,6,7
Tbb1125VSG-4954,45,2,3
Tbb1125VSG-4956,375,7,9
Tbb1125VSG-4957,46,1,2
Tbb1125VSG-4958,432,3,4
Tbb1125VSG-4958.1,432,3,4
Tbb1125VSG-4961,618,4,5
Tbb1125VSG-4962,619,1,6
Tbb1125VSG-4963,695,3,4
Tbb1125VSG-4964,865,5,6
Tbb1125VSG-4965,373,7,9
Tbb1125VSG-4966,696,3,4
Tbb1125VSG-4967,866,5,7
Tbb1125VSG-4968,730,3,4
Tbb1125VSG-4969,271,3,5
Tbb1125VSG-4970,832,3,4
Tbb1125VSG-4971,867,1,2
Tbb1125VSG-4972,713,10,12
Tbb1125VSG-4973,374,3,4
Tbb1125VSG-4974,23,5,6
Tbb1125VSG-4975,763,3,4
Tbb1125VSG-4976,565,3,4
Tbb1125VSG-4977,567,5,6
Tbb1125VSG-4978,100,19,22
Tbb1125VSG-4979,59,1,2
Tbb1125VSG-4980,554,8,10
Tbb1125VSG-4981,699,2,3
Tbb1125VSG-4981.1,699,2,3
Tbb1125VSG-4982,868,3,4
Tbb1125VSG-4984,113,3,4
Tbb1125VSG-4985,513,1,2
Tbb1125VSG-4987,396,19,22
Tbb1125VSG-4988,10,5,6
Tbb1125VSG-4989,195,2,3
Tbb1125VSG-4990,716,3,4
Tbb1125VSG-4991,78,5,6
Tbb1125VSG-4992,723,2,5
Tbb1125VSG-4993,348,2,3
Tbb1125VSG-4995,316,8,9
Tbb1125VSG-4995.1,316,8,9
Tbb1125VSG-4996,869,4,5
Tbb1125VSG-4997,352,5,6
Tbb1125VSG-4998,870,1,2
Tbb1125VSG-4999,720,3,4
Tbb1125VSG-5000,257,3,6
Tbb1125VSG-5002,141,5,7
Tbb1125VSG-5003,558,9,10
Tbb1125VSG-5004,564,4,8
Tbb1125VSG-5005,295,4,8
Tbb1125VSG-5006,700,2,3
Tbb1125VSG-5007,418,2,3
Tbb1125VSG-5009,621,3,4
Tbb1125VSG-5010,723,3,5
Tbb1125VSG-5011,871,1,2
Tbb1125VSG-5012,562,13,15
Tbb1125VSG-5013,833,2,3
Tbb1125VSG-5014,448,5,6
Tbb1125VSG-5015,171,14,16
Tbb1125VSG-5016,85,8,9
Tbb1125VSG-5018,698,3,5
Tbb1125VSG-5019,183,6,7
Tbb1125VSG-5020,66,4,5
Tbb1125VSG-5021,697,5,8
Tbb1125VSG-5028,765,3,4
Tbb1125VSG-5029,427,4,5
Tbb1125VSG-5030,76,3,4
Tbb1125VSG-5031,493,6,9
Tbb1125VSG-5032,287,4,6
Tbb1125VSG-5033,183,6,7
Tbb1125VSG-5045,830,1,2
Tbb1125VSG-5046,362,3,6
Tbb1125VSG-5047,226,7,8
Tbb1125VSG-5048,397,4,5
Tbb1125VSG-5049,549,1,2
Tbb1125VSG-5050,219,2,4
Tbb1125VSG-5051,459,2,3
Tbb1125VSG-5052,715,6,7
Tbb1125VSG-5053,208,4,5
Tbb1125VSG-5054,81,3,7
Tbb1125VSG-5056,872,1,2
Tbb1125VSG-5058,460,2,3
Tbb1125VSG-5059,460,2,3
Tbb1125VSG-5060,713,6,12
Tbb1125VSG-5061,218,3,4
Tbb1125VSG-5062,400,3,4
Tbb1125VSG-5063,672,3,5
Tbb1125VSG-5065,263,2,5
Tbb1125VSG-5066,184,9,10
Tbb1125VSG-5067,86,4,6
Tbb1125VSG-5068,419,3,5
Tbb1125VSG-5069,76,3,4
Tbb1125VSG-5070,815,1,3
Tbb1125VSG-5071,463,6,7
Tbb1125VSG-5073,391,3,4
Tbb1125VSG-5074,63,13,14
Tbb1125VSG-5075,522,4,5
Tbb1125VSG-5076,583,6,7
Tbb1125VSG-5077,236,7,8
Tbb1125VSG-5078,873,2,3
Tbb1125VSG-5079,874,2,3
Tbb1125VSG-5080,875,2,3
Tbb1125VSG-5081,472,8,9
Tbb1125VSG-5082,80,5,6
Tbb1125VSG-5083,396,17,22
Tbb1125VSG-5084,446,2,3
Tbb1125VSG-5085,83,3,4
Tbb1125VSG-5086,677,1,2
Tbb1125VSG-5087,16,5,6
Tbb1125VSG-5088,168,6,7
Tbb1125VSG-5089,295,7,8
Tbb1125VSG-5091,351,4,5
Tbb1125VSG-5091.1,351,4,5
Tbb1125VSG-5093,639,2,3
Tbb1125VSG-5094,117,6,7
Tbb1125VSG-5095,663,2,3
Tbb1125VSG-5096,721,8,17
Tbb1125VSG-5097,876,1,2
Tbb1125VSG-5100,454,3,4
Tbb1125VSG-5101,60,2,13
Tbb1125VSG-5102,582,9,12
Tbb1125VSG-5103,110,2,3
Tbb1125VSG-5105,755,5,6
Tbb1125VSG-5105.1,755,5,6
Tbb1125VSG-5107,94,7,9
Tbb1125VSG-5108,815,1,3
Tbb1125VSG-5109,472,8,9
Tbb1125VSG-5110,425,3,4
Tbb1125VSG-5111,304,18,21
Tbb1125VSG-5111.1,304,18,21
Tbb1125VSG-5113,720,3,4
Tbb1125VSG-5114,659,3,5
Tbb1125VSG-5116,358,7,9
Tbb1125VSG-5118,92,2,6
Tbb1125VSG-5119,63,8,14
Tbb1125VSG-5120,187,5,7
Tbb1125VSG-5122,189,1,2
Tbb1125VSG-5125,304,20,21
Tbb1125VSG-5126,639,2,3
Tbb1125VSG-5127,265,7,9
Tbb1125VSG-5128,725,4,5
Tbb1125VSG-5129,825,1,2
Tbb1125VSG-5130,698,4,5
Tbb1125VSG-5131,877,3,4
Tbb1125VSG-5132,736,3,4
Tbb1125VSG-5133,480,10,13
Tbb1125VSG-5134,602,3,4
Tbb1125VSG-5135,798,4,5
Tbb1125VSG-5137,807,4,9
Tbb1125VSG-5138,199,8,9
Tbb1125VSG-5139,199,8,9
Tbb1125VSG-5140,541,6,9
Tbb1125VSG-5142,821,1,2
Tbb1125VSG-5143,292,4,6
Tbb1125VSG-5144,800,1,2
Tbb1125VSG-5145,596,7,8
Tbb1125VSG-5146,596,7,8
Tbb1125VSG-5147,393,1,4
Tbb1125VSG-5148,878,2,3
Tbb1125VSG-5149,774,6,7
Tbb1125VSG-5150,778,1,2
Tbb1125VSG-5151,638,2,5
Tbb1125VSG-5152,879,1,2
Tbb1125VSG-5153,712,4,5
Tbb1125VSG-5154,364,3,5
Tbb1125VSG-5155,880,1,2
Tbb1125VSG-5156,490,13,15
Tbb1125VSG-5158,146,8,12
Tbb1125VSG-5159,70,4,6
Tbb1125VSG-5160,826,1,2
Tbb1125VSG-5163,850,1,2
Tbb1125VSG-5164,18,8,10
Tbb1125VSG-5165,438,1,2
Tbb1125VSG-5166,831,3,8
Tbb1125VSG-5167,409,4,5
Tbb1125VSG-5169,292,2,6
Tbb1125VSG-5170,193,4,5
Tbb1125VSG-5171,390,1,3
Tbb1125VSG-5172,40,6,8
Tbb1125VSG-5173,507,4,11
Tbb1125VSG-5174,511,2,7
Tbb1125VSG-5174.1,511,4,7
Tbb1125VSG-5175,329,1,2
Tbb1125VSG-5176,762,1,4
Tbb1125VSG-5177,262,3,4
Tbb1125VSG-5178,881,1,2
Tbb1125VSG-5178.1,881,1,2
Tbb1125VSG-5180,774,6,7
Tbb1125VSG-5182,401,3,4
Tbb1125VSG-5183,493,8,9
Tbb1125VSG-5184,583,5,7
Tbb1125VSG-5185,623,1,2
Tbb1125VSG-5186,634,4,5
Tbb1125VSG-5187,40,7,8
Tbb1125VSG-5188,51,5,7
Tbb1125VSG-5189,455,6,9
Tbb1125VSG-5190,670,4,5
Tbb1125VSG-5191,360,2,3
Tbb1125VSG-5192,397,4,5
Tbb1125VSG-5195,643,2,5
Tbb1125VSG-5196,120,3,6
Tbb1125VSG-5197,236,7,8
Tbb1125VSG-5198,405,1,6
Tbb1125VSG-5199,631,4,9
Tbb1125VSG-5200,331,2,4
Tbb1125VSG-5201,874,2,3
Tbb1125VSG-5202,607,1,2
Tbb1125VSG-5203,492,6,8
Tbb1125VSG-5204,624,5,7
Tbb1125VSG-5205,78,5,6
Tbb1125VSG-5206,55,3,5
Tbb1125VSG-5207,579,2,3
Tbb1125VSG-5208,9,3,4
Tbb1125VSG-5209,572,3,4
Tbb1125VSG-5210,748,3,4
Tbb1125VSG-5211,361,5,6
Tbb1125VSG-5212,100,14,22
Tbb1125VSG-5214,40,6,8
Tbb1125VSG-5215,480,8,13
Tbb1125VSG-5216,71,4,7
Tbb1125VSG-5217,837,1,2
Tbb1125VSG-5218,882,2,3
Tbb1125VSG-5219,500,2,4
Tbb1125VSG-5220,583,5,7
Tbb1125VSG-5221,132,12,18
Tbb1125VSG-5222,883,1,2
Tbb1125VSG-5223,739,3,5
Tbb1125VSG-5224,562,5,15
Tbb1125VSG-5225,686,4,5
Tbb1125VSG-5226,287,4,6
Tbb1125VSG-5227,570,7,9
Tbb1125VSG-5228,236,7,8
Tbb1125VSG-5229,791,2,3
Tbb1125VSG-5230,884,3,4
Tbb1125VSG-5231,880,1,2
Tbb1125VSG-5232,885,1,2
Tbb1125VSG-5233,455,5,9
Tbb1125VSG-5236,839,1,2
Tbb1125VSG-5237,247,6,9
Tbb1125VSG-5238,685,1,8
Tbb1125VSG-5239,501,6,9
Tbb1125VSG-5240,678,1,4
Tbb1125VSG-5241,373,7,9
Tbb1125VSG-5242,740,2,6
Tbb1125VSG-5243,884,3,4
Tbb1125VSG-5244,99,3,9
Tbb1125VSG-5245,886,3,4
Tbb1125VSG-5248,631,5,9
Tbb1125VSG-5249,501,6,9
Tbb1125VSG-5250,298,4,6
Tbb1125VSG-5251,87,2,6
Tbb1125VSG-5254,501,5,9
Tbb1125VSG-5255,281,10,12
Tbb1125VSG-5256,222,1,3
Tbb1125VSG-5257,887,3,4
Tbb1125VSG-5258,718,1,2
Tbb1125VSG-5259,124,7,13
Tbb1125VSG-5260,463,6,7
Tbb1125VSG-5261,357,6,10
Tbb1125VSG-5262,290,6,9
Tbb1125VSG-5266,503,2,3
Tbb1125VSG-5267,493,7,9
Tbb1125VSG-5269,524,3,4
Tbb1125VSG-5270,352,5,6
Tbb1125VSG-5271,636,5,9
Tbb1125VSG-5272,352,5,6
Tbb1125VSG-5277,503,2,3
Tbb1125VSG-5278,86,4,6
Tbb1125VSG-5279,466,4,5
Tbb1125VSG-5280,291,3,4
Tbb1125VSG-5281,466,4,5
Tbb1125VSG-5282,824,1,2
Tbb1125VSG-5288,506,3,4
Tbb1125VSG-5289,209,1,2
Tbb1125VSG-5290,61,4,8
Tbb1125VSG-5291,404,2,4
Tbb1125VSG-5292,851,2,3
Tbb1125VSG-5295,774,6,7
Tbb1125VSG-5296,769,4,5
Tbb1125VSG-5297,183,6,7
Tbb1125VSG-5298,489,2,3
Tbb1125VSG-5300,508,3,4
Tbb1125VSG-5301,448,5,6
Tbb1125VSG-5302,745,4,7
Tbb1125VSG-5304,511,5,7
Tbb1125VSG-5305,18,2,10
Tbb1125VSG-5306,879,1,2
Tbb1125VSG-5307,685,6,8
Tbb1125VSG-5309,685,6,8
Tbb1125VSG-5310,541,6,9
Tbb1125VSG-5311,63,10,14
Tbb1125VSG-5312,205,2,3
Tbb1125VSG-5313,512,4,5
Tbb1125VSG-5314,160,7,8
Tbb1125VSG-5315,487,2,3
Tbb1125VSG-5316,888,1,2
Tbb1125VSG-5317,889,1,3
Tbb1125VSG-5319,890,2,3
Tbb1125VSG-5321,724,2,3
Tbb1125VSG-5322,746,5,6
Tbb1125VSG-5323,337,8,9
Tbb1125VSG-5324,767,4,5
Tbb1125VSG-5325,514,3,4
Tbb1125VSG-5325.1,514,3,4
Tbb1125VSG-5327,562,7,15
Tbb1125VSG-5328,566,4,5
Tbb1125VSG-5329,566,4,5
Tbb1125VSG-5331,485,4,5
Tbb1125VSG-5332,485,4,5
Tbb1125VSG-5333,485,4,5
Tbb1125VSG-5334,446,2,3
Tbb1125VSG-5335,695,3,4
Tbb1125VSG-5336,548,4,7
Tbb1125VSG-5337,647,1,2
Tbb1125VSG-5338,36,2,7
Tbb1125VSG-5339,646,4,5
Tbb1125VSG-5340,509,6,9
Tbb1125VSG-5341,218,3,4
Tbb1125VSG-5342,25,8,9
Tbb1125VSG-5343,604,2,3
Tbb1125VSG-5344,218,3,4
Tbb1125VSG-5345,81,4,7
Tbb1125VSG-5346,891,2,3
Tbb1125VSG-5347,1,3,7
Tbb1125VSG-5348,187,6,7
Tbb1125VSG-5349,887,3,4
Tbb1125VSG-5350,731,5,6
Tbb1125VSG-5351,37,6,7
Tbb1125VSG-5352,435,3,5
Tbb1125VSG-5353,100,10,22
Tbb1125VSG-5354,18,7,10
Tbb1125VSG-5355,892,1,2
Tbb1125VSG-5356,700,2,3
Tbb1125VSG-5360,144,4,9
Tbb1125VSG-5361,753,2,3
Tbb1125VSG-5362,692,2,3
Tbb1125VSG-5363,81,4,7
Tbb1125VSG-5364,690,7,8
Tbb1125VSG-5365,113,3,4
Tbb1125VSG-5366,676,2,3
Tbb1125VSG-5367,208,4,5
Tbb1125VSG-5369,893,1,2
Tbb1125VSG-5370,160,5,8
Tbb1125VSG-5371,567,3,6
Tbb1125VSG-5372,894,1,2
Tbb1125VSG-5373,518,8,10
Tbb1125VSG-5374,740,4,6
Tbb1125VSG-5375,708,2,5
Tbb1125VSG-5376,234,4,8
Tbb1125VSG-5376.1,234,4,8
Tbb1125VSG-5378,895,1,2
Tbb1125VSG-5379,755,5,6
Tbb1125VSG-5380,790,4,7
Tbb1125VSG-5381,757,2,3
Tbb1125VSG-5382,453,2,6
Tbb1125VSG-5383,443,2,3
Tbb1125VSG-5384,560,4,9
Tbb1125VSG-5385,840,1,2
Tbb1125VSG-5387,144,6,9
Tbb1125VSG-5388,276,5,8
Tbb1125VSG-5389,606,2,3
Tbb1125VSG-5390,251,2,10
Tbb1125VSG-5391,636,5,9
Tbb1125VSG-5393,620,3,4
Tbb1125VSG-5394,713,9,12
Tbb1125VSG-5395,23,4,6
Tbb1125VSG-5396,746,5,6
Tbb1125VSG-5398,896,1,2
Tbb1125VSG-5399,648,3,4
Tbb1125VSG-5400,766,2,3
Tbb1125VSG-5401,280,6,8
Tbb1125VSG-5402,251,6,10
Tbb1125VSG-5403,251,6,10
Tbb1125VSG-5404,621,3,4
Tbb1125VSG-5405,874,2,3
Tbb1125VSG-5406,525,3,4
Tbb1125VSG-5407,394,2,7
Tbb1125VSG-5408,466,4,5
Tbb1125VSG-5409,854,2,6
Tbb1125VSG-5410,789,2,6
Tbb1125VSG-5411,789,4,6
Tbb1125VSG-5412,708,4,5
Tbb1125VSG-5413,410,9,29
Tbb1125VSG-5414,368,10,11
Tbb1125VSG-5415,634,3,5
Tbb1125VSG-5416,897,1,2
Tbb1125VSG-5417,126,4,7
Tbb1125VSG-5418,437,5,8
Tbb1125VSG-5419,437,5,8
Tbb1125VSG-5420,235,1,3
Tbb1125VSG-5421,188,4,5
Tbb1125VSG-5422,375,7,9
Tbb1125VSG-5423,528,3,5
Tbb1125VSG-5424,480,8,13
Tbb1125VSG-5425,298,4,6
Tbb1125VSG-5426,150,2,3
Tbb1125VSG-5427,577,1,3
Tbb1125VSG-5428,181,8,15
Tbb1125VSG-5429,589,2,3
Tbb1125VSG-5430,258,1,5
Tbb1125VSG-5431,530,1,6
Tbb1125VSG-5433,393,3,4
Tbb1125VSG-5435,673,5,6
Tbb1125VSG-5436,153,4,7
Tbb1125VSG-5438,613,2,3
Tbb1125VSG-5441,181,9,15
Tbb1125VSG-5442,687,3,6
Tbb1125VSG-5443,721,8,17
Tbb1125VSG-5444,181,9,15
Tbb1125VSG-5445,464,2,7
Tbb1125VSG-5446,768,3,4
Tbb1125VSG-5447,71,4,7
Tbb1125VSG-5448,410,10,29
Tbb1125VSG-5449,569,4,6
Tbb1125VSG-5450,319,2,8
Tbb1125VSG-5452,882,2,3
Tbb1125VSG-5453,4,2,5
Tbb1125VSG-5454,705,2,6
Tbb1125VSG-5455,524,3,4
Tbb1125VSG-5456,184,8,10
Tbb1125VSG-5457,281,10,12
Tbb1125VSG-5458,898,1,2
Tbb1125VSG-5459,775,4,5
Tbb1125VSG-5460,464,4,7
Tbb1125VSG-5461,84,8,9
Tbb1125VSG-5463,78,5,6
Tbb1125VSG-5464,899,1,2
Tbb1125VSG-5466,526,4,10
Tbb1125VSG-5467,398,2,4
Tbb1125VSG-5468,108,7,9
Tbb1125VSG-5469,267,6,7
Tbb1125VSG-5470,459,2,3
Tbb1125VSG-5471,70,1,6
Tbb1125VSG-5472,592,2,7
Tbb1125VSG-5473,900,1,2
Tbb1125VSG-5474,526,4,10
Tbb1125VSG-5476,83,3,4
Tbb1125VSG-5477,84,8,9
Tbb1125VSG-5478,335,4,12
Tbb1125VSG-5479,537,2,4
Tbb1125VSG-5480,733,2,13
Tbb1125VSG-5481,451,8,10
Tbb1125VSG-5482,322,2,3
Tbb1125VSG-5484,651,1,2
Tbb1125VSG-5487,780,1,5
Tbb1125VSG-5489,115,4,7
Tbb1125VSG-5490,555,5,12
Tbb1125VSG-5491,555,5,12
Tbb1125VSG-5492,193,4,5
Tbb1125VSG-5493,901,1,2
Tbb1125VSG-5494,772,2,3
Tbb1125VSG-5495,122,3,4
Tbb1125VSG-5496,733,8,13
Tbb1125VSG-5497,596,7,8
Tbb1125VSG-5498,596,7,8
Tbb1125VSG-5499,60,3,13
Tbb1125VSG-5500,305,5,7
Tbb1125VSG-5503,396,14,22
Tbb1125VSG-5504,105,3,5
Tbb1125VSG-5505,441,2,5
Tbb1125VSG-5506,658,2,3
Tbb1125VSG-5507,366,1,4
Tbb1125VSG-5508,290,6,9
Tbb1125VSG-5510,6,5,9
Tbb1125VSG-5511,116,3,4
Tbb1125VSG-5512,875,2,3
Tbb1125VSG-5513,875,2,3
Tbb1125VSG-5514,267,6,7
Tbb1125VSG-5515,529,3,7
Tbb1125VSG-5516,87,2,6
Tbb1125VSG-5517,303,1,2
Tbb1125VSG-5520,785,2,3
Tbb1125VSG-5521,458,1,4
Tbb1125VSG-5522,902,2,3
Tbb1125VSG-5523,903,1,2
Tbb1125VSG-5524,546,4,6
Tbb1125VSG-5525,483,3,4
Tbb1125VSG-5526,186,5,8
Tbb1125VSG-5528,904,1,2
Tbb1125VSG-5529,455,5,9
Tbb1125VSG-5530,171,7,16
Tbb1125VSG-5531,495,1,7
Tbb1125VSG-5533,208,4,5
Tbb1125VSG-5534,467,2,3
Tbb1125VSG-5536,905,3,4
Tbb1125VSG-5538,905,3,4
Tbb1125VSG-5539,532,2,3
Tbb1125VSG-5541,781,1,2
Tbb1125VSG-5543,178,2,4
Tbb1125VSG-5544,123,5,7
Tbb1125VSG-5545,165,3,4
Tbb1125VSG-5546,780,3,5
Tbb1125VSG-5547,906,1,2
Tbb1125VSG-5548,906,1,2
Tbb1125VSG-5549,775,3,5
Tbb1125VSG-5550,799,1,2
Tbb1125VSG-5553,537,1,4
Tbb1125VSG-5556,309,5,9
Tbb1125VSG-5557,498,2,3
Tbb1125VSG-5558,760,8,13
Tbb1125VSG-5559,665,3,4
Tbb1125VSG-5562,810,2,3
Tbb1125VSG-5563,84,7,9
Tbb1125VSG-5564,187,6,7
Tbb1125VSG-5565,736,3,4
Tbb1125VSG-5566,787,1,2
Tbb1125VSG-5567,526,4,10
Tbb1125VSG-5568,414,4,7
Tbb1125VSG-5569,745,3,7
Tbb1125VSG-5570,745,3,7
Tbb1125VSG-5572,741,5,6
Tbb1125VSG-5573,631,5,9
Tbb1125VSG-5574,264,5,10
Tbb1125VSG-5575,873,1,3
Tbb1125VSG-5577,802,4,5
Tbb1125VSG-5579,648,3,4
Tbb1125VSG-5580,312,1,2
Tbb1125VSG-5582,733,8,13
Tbb1125VSG-5583,450,5,7
Tbb1125VSG-5584,643,2,5
Tbb1125VSG-5587,760,8,13
Tbb1125VSG-5588,146,5,12
Tbb1125VSG-5589,264,5,10
Tbb1125VSG-5592,653,4,5
Tbb1125VSG-5593,2,2,8
Tbb1125VSG-5595,304,13,21
Tbb1125VSG-5596,511,3,7
Tbb1125VSG-5597,126,5,7
Tbb1125VSG-5599,730,3,4
Tbb1125VSG-5600,770,7,10
Tbb1125VSG-5601,208,4,5
Tbb1125VSG-5602,286,3,4
Tbb1125VSG-5603,511,4,7
Tbb1125VSG-5604,907,2,3
Tbb1125VSG-5605,555,9,12
Tbb1125VSG-5606,120,3,6
Tbb1125VSG-5607,35,2,4
Tbb1125VSG-5611,556,2,5
Tbb1125VSG-5612,732,3,4
Tbb1125VSG-5613,37,6,7
Tbb1125VSG-5614,304,10,21
Tbb1125VSG-5615,396,15,22
Tbb1125VSG-5616,708,2,5
Tbb1125VSG-5618,452,2,3
Tbb1125VSG-5619,323,7,9
Tbb1125VSG-5620,808,2,4
Tbb1125VSG-5621,144,5,9
Tbb1125VSG-5622,5,4,6
Tbb1125VSG-5623,382,5,6
Tbb1125VSG-5624,24,2,10
Tbb1125VSG-5625,142,4,6
Tbb1125VSG-5626,638,2,5
Tbb1125VSG-5627,908,2,4
Tbb1125VSG-5631,877,1,4
Tbb1125VSG-5632,558,5,10
Tbb1125VSG-5634,148,5,7
Tbb1125VSG-5637,909,1,2
Tbb1125VSG-5638,768,3,4
Tbb1125VSG-5639,724,2,3
Tbb1125VSG-5640,423,3,6
Tbb1125VSG-5641,331,1,4
Tbb1125VSG-5642,707,1,2
Tbb1125VSG-5643,33,8,12
Tbb1125VSG-5646,451,7,10
Tbb1125VSG-5647,761,3,4
Tbb1125VSG-5648,364,3,5
Tbb1125VSG-5651,518,6,10
Tbb1125VSG-5652,851,2,3
Tbb1125VSG-5654,86,4,6
Tbb1125VSG-5655,304,12,21
Tbb1125VSG-5656,172,2,6
Tbb1125VSG-5657,63,10,14
Tbb1125VSG-5658,834,2,3
Tbb1125VSG-5660,863,1,2
Tbb1125VSG-5661,38,3,4
Tbb1125VSG-5664,376,2,5
Tbb1125VSG-5665,493,7,9
Tbb1125VSG-5667,481,1,3
Tbb1125VSG-5670,910,1,2
Tbb1125VSG-5671,772,2,3
Tbb1125VSG-5673,455,6,9
Tbb1125VSG-5674,511,3,7
Tbb1125VSG-5675,413,1,2
Tbb1125VSG-5676,335,8,12
Tbb1125VSG-5677,624,5,7
Tbb1125VSG-5678,907,2,3
Tbb1125VSG-5679,777,1,4
Tbb1125VSG-5680,332,5,15
Tbb1125VSG-5681,279,1,2
Tbb1125VSG-5682,6,5,9
Tbb1125VSG-5683,782,2,4
Tbb1125VSG-5684,419,2,5
Tbb1125VSG-5685,35,2,4
Tbb1125VSG-5686,713,6,12
Tbb1125VSG-5687,224,1,4
Tbb1125VSG-5689,335,8,12
Tbb1125VSG-5691,35,1,4
Tbb1125VSG-5693,343,1,3
Tbb1125VSG-5694,289,2,3
Tbb1125VSG-5695,911,2,3
Tbb1125VSG-5696,214,5,6
Tbb1125VSG-5697,912,2,3
Tbb1125VSG-5698,913,1,2
Tbb1125VSG-5700,304,13,21
Tbb1125VSG-5701,694,3,4
Tbb1125VSG-5702,362,3,6
Tbb1125VSG-5703,721,6,17
Tbb1125VSG-5704,441,2,5
Tbb1125VSG-5705,273,2,4
Tbb1125VSG-5708,598,1,5
Tbb1125VSG-5711,829,1,2
Tbb1125VSG-5712,588,2,6
Tbb1125VSG-5713,605,5,6
Tbb1125VSG-5714,509,6,9
Tbb1125VSG-5715,509,6,9
Tbb1125VSG-5716,731,4,6
Tbb1125VSG-5717,455,5,9
Tbb1125VSG-5718,526,2,10
Tbb1125VSG-5719,140,1,4
Tbb1125VSG-5722,770,7,10
Tbb1125VSG-5723,570,7,9
Tbb1125VSG-5724,740,4,6
Tbb1125VSG-5725,770,7,10
Tbb1125VSG-5726,207,4,9
Tbb1125VSG-5727,328,1,2
Tbb1125VSG-5728,914,1,2
Tbb1125VSG-5729,382,5,6
Tbb1125VSG-5731,610,4,6
Tbb1125VSG-5732,711,2,4
Tbb1125VSG-5735,314,3,4
Tbb1125VSG-5736,146,7,12
Tbb1125VSG-5737,465,3,11
Tbb1125VSG-5738,426,3,5
Tbb1125VSG-5739,22,5,7
Tbb1125VSG-5740,580,3,7
Tbb1125VSG-5742,808,2,4
Tbb1125VSG-5745,406,5,7
Tbb1125VSG-5746,757,2,3
Tbb1125VSG-5747,31,3,4
Tbb1125VSG-5748,492,7,8
Tbb1125VSG-5749,367,3,8
Tbb1125VSG-5750,368,10,11
Tbb1125VSG-5751,734,1,4
Tbb1125VSG-5752,915,4,9
Tbb1125VSG-5753,916,1,2
Tbb1125VSG-5754,146,5,12
Tbb1125VSG-5755,251,4,10
Tbb1125VSG-5757,903,1,2
Tbb1125VSG-5758,434,3,4
Tbb1125VSG-5759,284,2,7
Tbb1125VSG-5760,265,6,9
Tbb1125VSG-5761,852,2,3
Tbb1125VSG-5762,102,9,10
Tbb1125VSG-5763,735,1,3
Tbb1125VSG-5764,803,6,8
Tbb1125VSG-5765,102,9,10
Tbb1125VSG-5766,769,4,5
Tbb1125VSG-5766.1,769,4,5
Tbb1125VSG-5768,267,6,7
Tbb1125VSG-5769,427,3,5
Tbb1125VSG-5770,748,2,4
Tbb1125VSG-5771,689,1,3
Tbb1125VSG-5775,917,1,2
Tbb1125VSG-5776,905,3,4
Tbb1125VSG-5778,102,9,10
Tbb1125VSG-5780,575,1,2
Tbb1125VSG-5781,737,2,3
Tbb1125VSG-5782,501,6,9
Tbb1125VSG-5783,631,4,9
Tbb1125VSG-5784,474,1,2
Tbb1125VSG-5785,551,11,17
Tbb1125VSG-5787,504,4,5
Tbb1125VSG-5788,916,1,2
Tbb1125VSG-5790,918,4,5
Tbb1125VSG-5791,914,1,2
Tbb1125VSG-6002,394,1,7
Tbb1125VSG-6003,95,1,2
Tbb1125VSG-6004,765,1,4
Tbb1125VSG-6005,591,2,5
Tbb1125VSG-6008,318,3,5
Tbb1125VSG-6009,21,1,3
Tbb1125VSG-6013,756,1,4
Tbb1125VSG-6014,490,12,15
Tbb1125VSG-6015,798,2,5
Tbb1125VSG-6016,489,2,3
Tbb1125VSG-6018,410,7,29
Tbb1125VSG-6020,591,3,5
Tbb1125VSG-6021,629,2,3
Tbb1125VSG-6022,817,2,3
